Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
Title,Location,Price,Area,Number_of_Rooms,Furnished,Kitchen type,Status,Garden surface,Swimming Pool
House for sale,5100 — Naninne,"€199,000",4 bedrooms | 170 m² ,4 bedrooms,No,Not installed,To renovate,90 m² ,No
House for sale,"Dam 31,","€199,000",3 bedrooms,3 bedrooms,No,Installed,Good,90 m² ,No
House for sale,"Kortrijksestraat 196,","€209,000",4 bedrooms,4 bedrooms,No,Installed,Good,90 m² ,No
House for sale,Rode Broeckstraat 89,"€209,000",3 bedrooms,3 bedrooms,No,Installed,To be done up,90 m² ,No
House for sale,Tientjesstraat 41,"€210,000",4 bedrooms | 170 m² ,4 bedrooms,No,Installed,Good,90 m² ,No
House for sale,Zandstraat 164,"€215,000",3 bedrooms | 126 m² ,3 bedrooms,No,Installed,Good,90 m² ,No
House for sale,Zandstraat 164,"€215,000",3 bedrooms | 126 m² ,3 bedrooms,No,Installed,Good,90 m² ,No
Town-house for sale,4540 — Amay,"€219,000",2 bedrooms | 133 m² ,2 bedrooms,No,Installed,Good,90 m² ,No
Mansion for sale,Hoenderstraat 27,"€220,000",4 bedrooms | 196 m² ,4 bedrooms,No,Installed,To renovate,90 m² ,No
Mixed-use building for sale,Jean Jacminstraat 2,"€225,000",1 bedroom | 72 m² ,1 bedroom,No,Installed,To renovate,90 m² ,No
House for sale,Rue Abbé Pollart 1B,"€225,000",1 bedroom | 250 m² ,1 bedroom,No,Installed,To renovate,90 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To renovate,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To renovate,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€6,230",3 bedrooms | 192 m² ,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€4,300",2 bedrooms | 142 m² ,2 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Town-house for sale,Hazegrasstraat,"€1,595",4 bedrooms,4 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Apartment block for sale,Rue Abbé Pollart 1B,"€225,000",1 bedroom | 250 m² ,1 bedroom,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,4960 — Malmedy,"€229,000",5 bedrooms | 246 m² ,5 bedrooms,No,USA hyper equipped,As new,720 m² ,Yes
House for sale,Rue d'Angleterre 9,"€230,000",4 bedrooms,4 bedrooms,No,USA hyper equipped,To renovate,720 m² ,Yes
House for sale,7334 — Hautrage,"€239,000",3 bedrooms | 193 m² ,3 bedrooms,No,USA hyper equipped,To renovate,720 m² ,Yes
House for sale,Rue de l'Egalite 93,"€245,000",3 bedrooms | 167 m² ,3 bedrooms,No,USA hyper equipped,To renovate,720 m² ,Yes
Mixed-use building for sale,Rue de l'Egalite 93,"€245,000",3 bedrooms | 167 m² ,3 bedrooms,No,USA hyper equipped,To renovate,720 m² ,Yes
House for sale,Bredestraat 100,"€249,000",4 bedrooms,4 bedrooms,No,USA hyper equipped,As new,720 m² ,No
House for sale,Langestraat 69,"€250,000",4 bedrooms | 309 m² ,4 bedrooms,No,USA hyper equipped,To be done up,720 m² ,No
Villa for sale,Rue De Fleurjoux 95,"€255,000",2 bedrooms | 105 m² ,2 bedrooms,No,Installed,Good,130 m² ,No
House for sale,6767 — Lamorteau,"€255,000",1 bedroom | 100 m² ,1 bedroom,No,Installed,Just renovated,600 m² ,No
House for sale,Madeliefjesplein lot 17,"€256,932",3 bedrooms | 140 m² ,3 bedrooms,No,Installed,As new,600 m² ,No
House for sale,Boterstraat 30,"€260,000",3 bedrooms | 136 m² ,3 bedrooms,No,Installed,As new,600 m² ,No
Apartment block for sale,Rue Jolivet 83,"€260,000",5 bedrooms | 195 m² ,5 bedrooms,No,Semi equipped,To be done up,30 m² ,No
House for sale,Grand'place 7,"€265,000",184 m² ,184 m² square meters livable space,No,Semi equipped,To renovate,30 m² ,No
House for sale,1300 — Wavre,"€275,000",2 bedrooms | 125 m² ,2 bedrooms,No,Installed,To renovate,30 m² ,No
House for sale,1420 — Braine-l'Alleud,"€275,000",3 bedrooms | 145 m² ,3 bedrooms,No,Installed,To be done up,30 m² ,No
House for sale,De Roerdomp 20,"€275,000",3 bedrooms | 180 m² ,3 bedrooms,No,Installed,To be done up,30 m² ,No
Apartment block for sale,Chaussée de Gilly 206,"€275,000",None,1004 m² square meters of land,No,Not installed,Good,30 m² ,No
Apartment block for sale,Kattestraat 28,"€275,000",3 bedrooms | 83 m² ,3 bedrooms,No,Not installed,As new,30 m² ,No
House for sale,Weehage 8,"€279,000",3 bedrooms,3 bedrooms,No,Not installed,Good,30 m² ,No
House for sale,Manchesterstraat 33,"€280,000",5 bedrooms | 181 m² ,5 bedrooms,No,Not installed,To renovate,30 m² ,No
House for sale,Hoeksken 70,"€289,000",3 bedrooms,3 bedrooms,No,Hyper equipped,Just renovated,30 m² ,No
House for sale,Ninovestraat - Clementine de Niestraat lot 2,"€289,000",5 bedrooms | 167 m² ,5 bedrooms,No,Hyper equipped,Just renovated,30 m² ,No
House for sale,Ramskapellestraat 56,"€291,000",3 bedrooms | 190 m² ,3 bedrooms,No,Hyper equipped,As new,30 m² ,No
House for sale,Ninovestraat - Clementine de Niestraat lot 1,"€296,000",5 bedrooms | 167 m² ,5 bedrooms,No,Hyper equipped,As new,30 m² ,No
House for sale,Ninovestraat - Clementine de Niestraat lot 3,"€296,000",5 bedrooms | 167 m² ,5 bedrooms,No,Hyper equipped,As new,30 m² ,No
House for sale,Veenstraat 25,"€299,000",3 bedrooms | 155 m² ,3 bedrooms,No,Hyper equipped,As new,30 m² ,No
House for sale,8510 — Bellegem,"€299,000",2 bedrooms | 113 m² ,2 bedrooms,No,Installed,Good,30 m² ,No
House for sale,Hasseltsesteenweg 197,"€300,000",1 bedroom,1 bedroom,No,Installed,Good,30 m² ,No
Apartment block for sale,6791 — Athus,"€300,000",6 bedrooms | 300 m² ,6 bedrooms,No,Installed,To renovate,30 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To renovate,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To renovate,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€6,230",3 bedrooms | 192 m² ,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€4,300",2 bedrooms | 142 m² ,2 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Town-house for sale,Hazegrasstraat,"€1,595",4 bedrooms,4 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,De Pleyne lot 42,"€307,867",3 bedrooms | 158 m² ,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,Ninovestraat - Clementine de Niestraat lot 4,"€309,000",5 bedrooms | 167 m² ,5 bedrooms,No,USA hyper equipped,As new,751 m² ,No
House for sale,Leon Gillardlaan 29,"€310,000",2 bedrooms,2 bedrooms,No,USA hyper equipped,As new,751 m² ,No
House for sale,Sliksteenvest 39,"€315,000",2 bedrooms | 270 m² ,2 bedrooms,No,USA hyper equipped,Good,751 m² ,No
House for sale,"Acaciastraat 19,","€315,000",5 bedrooms | 172 m² ,5 bedrooms,No,USA hyper equipped,To be done up,10 m² ,No
House for sale,5560 — Houyet,"€320,000",3 bedrooms | 135 m² ,3 bedrooms,No,USA hyper equipped,To be done up,10 m² ,No
House for sale,Hugo Verrieststraat 2,"€329,000",4 bedrooms | 160 m² ,4 bedrooms,No,Installed,Just renovated,10 m² ,No
House for sale,2220 — Heist-op-den-Berg,"€335,000",4 bedrooms | 195 m² ,4 bedrooms,No,Installed,Good,10 m² ,No
House for sale,7502 — Tournai Esplechin,"€335,000",5 bedrooms | 205 m² ,5 bedrooms,No,Installed,As new,260 m² ,No
House for sale,J.B. Coomansstraat,"€341,000",3 bedrooms | 167 m² ,3 bedrooms,No,Installed,As new,51 m² ,No
House for sale,Stationsdreef 72,"€345,000",5 bedrooms | 278 m² ,5 bedrooms,No,Semi equipped,As new,51 m² ,No
House for sale,4140 — Sprimont,"€349,000",4 bedrooms | 230 m² ,4 bedrooms,No,Not installed,To be done up,51 m² ,No
House for sale,Ekentstraat 23,"€351,800",3 bedrooms | 136 m² ,3 bedrooms,No,Installed,As new,4500 m² ,No
House for sale,Beeklaan lot 15,"€356,257",3 bedrooms | 175 m² ,3 bedrooms,No,Installed,As new,4500 m² ,No
House for sale,"Kapelstraat 17,","€358,500",4 bedrooms | 203 m² ,4 bedrooms,No,Installed,As new,4500 m² ,No
House for sale,"Kapelstraat 19,","€358,500",4 bedrooms | 203 m² ,4 bedrooms,No,Installed,As new,4500 m² ,No
House for sale,Aveschoot 85/Y,"€379,386",3 bedrooms | 153 m² ,3 bedrooms,No,Installed,As new,4500 m² ,No
House for sale,Aveschoot 85/X,"€386,466",3 bedrooms | 159 m² ,3 bedrooms,No,Installed,As new,4500 m² ,No
House for sale,Begijnenbosweg 7,"€394,000",3 bedrooms | 180 m² ,3 bedrooms,No,Hyper equipped,As new,4500 m² ,No
Apartment block for sale,Van Breestraat 17,"€395,000",3 bedrooms,3 bedrooms,No,Hyper equipped,Good,4500 m² ,Yes
House for sale,Provincieweg 451,"€399,000",3 bedrooms,3 bedrooms,No,Installed,Good,4500 m² ,Yes
House for sale,"Ommegangstraat 5,A","€419,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,As new,4500 m² ,Yes
Mixed-use building for sale,2000 — Antwerp,"€450,000",1 bedroom | 132 m² ,1 bedroom,No,Installed,As new,4500 m² ,Yes
House for sale,1160 — Auderghem,"€469,000",3 bedrooms | 116 m² ,3 bedrooms,No,Hyper equipped,To be done up,46 m² ,No
Villa for sale,Lindenlaan 9,"€470,000",3 bedrooms,3 bedrooms,No,Hyper equipped,As new,46 m² ,No
House for sale,3140 — Keerbergen,"€475,000",4 bedrooms | 196 m² ,4 bedrooms,No,Installed,Good,46 m² ,No
Apartment block for sale,Handelstraat 72,"€480,000",4 bedrooms | 333 m² ,4 bedrooms,No,Installed,Good,46 m² ,No
Apartment block for sale,6720 — HABAY-LA-NEUVE,"€480,000",4 bedrooms,4 bedrooms,No,USA semi equipped,Good,46 m² ,No
House for sale,2580 — Putte,"€489,000",3 bedrooms | 220 m² ,3 bedrooms,No,Installed,As new,46 m² ,No
House for sale,1410 — Waterloo,"€490,000",6 bedrooms | 250 m² ,6 bedrooms,No,Installed,Good,46 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,46 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,46 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,46 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Town-house for sale,1800 — Vilvoorde,"€495,000",6 bedrooms | 230 m² ,6 bedrooms,No,USA hyper equipped,As new,115 m² ,No
House for sale,2018 — Antwerp,"€495,000",5 bedrooms | 212 m² ,5 bedrooms,No,USA hyper equipped,Good,115 m² ,No
House for sale,Rijnpoortvest 5,"€525,000",5 bedrooms | 300 m² ,5 bedrooms,No,USA hyper equipped,Good,115 m² ,No
Mixed-use building for sale,Rue Xavier De Bue 4,"€540,000",2 bedrooms | 158 m² ,2 bedrooms,No,USA hyper equipped,Good,115 m² ,No
House for sale,Ruelle De Gossau 8,"€580,000",7 bedrooms,7 bedrooms,No,USA hyper equipped,Good,1000 m² ,No
House for sale,Bergenstraat 49,"€580,953",4 bedrooms | 197 m² ,4 bedrooms,No,Installed,Good,204 m² ,No
House for sale,Bergenstraat 49,"€580,953",4 bedrooms | 197 m² ,4 bedrooms,No,Installed,Good,204 m² ,No
House for sale,1060 — Saint-Gilles,"€625,000",4 bedrooms | 200 m² ,4 bedrooms,No,Installed,Good,10 m² ,No
Villa for sale,Helmkruidstraat 79 Box a,"€645,000",4 bedrooms | 185 m² ,4 bedrooms,No,Installed,Good,865 m² ,No
Exceptional property for sale,9700 — Oudenaarde,"€688,000",3 bedrooms | 270 m² ,3 bedrooms,No,Hyper equipped,As new,1 m² square meter,No
Villa for sale,7380 — Quiévrain,"€725,000",5 bedrooms | 740 m² ,5 bedrooms,No,Hyper equipped,As new,1 m² square meter,Yes
House for sale,Route d'Ottignies 86,"€795,000",4 bedrooms | 250 m² ,4 bedrooms,No,USA hyper equipped,As new,1 m² square meter,No
House for sale,5340 — Mozet,"€799,000",3 bedrooms | 235 m² ,3 bedrooms,No,Hyper equipped,As new,1756 m² ,No
House for sale,Quesnoit 24,"€850,000",12 bedrooms | 637 m² ,12 bedrooms,No,Hyper equipped,As new,1756 m² ,No
Villa for sale,8300 — Knokke,"€945,000",2 bedrooms | 151 m² ,2 bedrooms,No,Hyper equipped,Good,1756 m² ,No
House for sale,1180 — Uccle,"€1,100",5 bedrooms | 293 m² ,5 bedrooms,No,Hyper equipped,Good,100 m² ,No
Manor house for sale,9112 — Sinaai-Waas,"€1,100",3 bedrooms | 280 m² ,3 bedrooms,No,Installed,As new,100 m² ,No
Exceptional property for sale,Rue Sous les ruelles 10,"€1,150",3 bedrooms | 300 m² ,3 bedrooms,No,Installed,Good,45000 m² ,Yes
Villa for sale,Leeuwstraat 59,"€1,399",6 bedrooms | 581 m² ,6 bedrooms,No,Hyper equipped,As new,45000 m² ,No
Apartment block for sale,1160 — Auderghem,"€1,430",9 bedrooms | 545 m² ,9 bedrooms,Yes,USA installed,To be done up,15 m² ,No
Exceptional property for sale,Place communale 5,"€1,785",20 bedrooms,20 bedrooms,Yes,Hyper equipped,As new,15 m² ,No
House for sale,Kerkstraat 8,"€1,795",4 bedrooms,4 bedrooms,Yes,Hyper equipped,Just renovated,15 m² ,No
Apartment block for sale,Stationsstraat 92/94/96,"€2,800",36 bedrooms | 1875 m² ,36 bedrooms,No,Installed,Good,15 m² ,No
House for sale,2240 — Zandhoven,"€2,975",5 bedrooms,5 bedrooms,No,USA hyper equipped,As new,15 m² ,Yes
Castle for sale,2980 — Zoersel,"€4,950",5 bedrooms | 1079 m² ,5 bedrooms,No,USA hyper equipped,As new,15 m² ,Yes
Country house for sale,1570 — Galmaarden,"€295,000",4 bedrooms | 255 m² ,4 bedrooms,No,Installed,To renovate,1142 m² ,Yes
House for sale,6180 — Courcelles,"€106,900",2 bedrooms | 100 m² ,2 bedrooms,No,Not installed,To renovate,350 m² ,No
House for sale,7160 — Chapelle-lez-Herlaimont,"€129,900",2 bedrooms | 120 m² ,2 bedrooms,No,USA semi equipped,Good,50 m² ,No
House for sale,6060 — Charleroi Gilly,"€140,000",3 bedrooms | 110 m² ,3 bedrooms,No,USA installed,Good,100 m² ,No
House for sale,7090 — Braine-le-Comte,"€159,000",2 bedrooms | 126 m² ,2 bedrooms,No,Semi equipped,Good,100 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,100 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,100 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,100 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Mansion for sale,6043 — Charleroi Ransart,"€320,000",5 bedrooms | 300 m² ,5 bedrooms,No,USA installed,Good,450 m² ,No
BEN-woningen te Herentals,Herenthoutseweg 171,"€479,000",3 bedrooms | 278 m² ,3 bedrooms,No,USA installed,Good,450 m² ,No
Exceptional property for sale,"Rue Moraifosse 1,A/B","€490,000",8 bedrooms | 501 m² ,8 bedrooms,No,USA installed,Good,920 m² ,No
Apartment block for sale,"Rue Moraifosse 1,A/B","€490,000",8 bedrooms | 501 m² ,8 bedrooms,No,USA installed,Good,920 m² ,No
House for sale,Kraaienhof 45,"€210,000",4 bedrooms | 146 m² ,4 bedrooms,No,USA installed,Good,920 m² ,No
House for sale,Schoonwater 73B,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,USA installed,Good,920 m² ,No
House for sale,Schoonwater 73A,"€269,000",3 bedrooms | 134 m² ,3 bedrooms,No,USA installed,Good,920 m² ,No
House for sale,Nieuwstraat 105,"€278,500",3 bedrooms | 132 m² ,3 bedrooms,No,Installed,Good,920 m² ,No
House for sale,Bruineveld 64,"€280,000",3 bedrooms,3 bedrooms,No,Installed,Good,920 m² ,No
House for sale,Naamsesteenweg 291,"€287,500",3 bedrooms | 139 m² ,3 bedrooms,No,Installed,Good,920 m² ,No
House for sale,Naamsesteenweg 285,"€287,500",3 bedrooms | 139 m² ,3 bedrooms,No,Installed,Good,920 m² ,No
House for sale,Naamsesteenweg 287,"€287,500",3 bedrooms | 139 m² ,3 bedrooms,No,Installed,Good,920 m² ,No
House for sale,Naamsesteenweg 289,"€287,500",3 bedrooms | 139 m² ,3 bedrooms,No,Installed,Good,920 m² ,No
House for sale,Naamsesteenweg 291,"€292,500",3 bedrooms | 141 m² ,3 bedrooms,No,Installed,Good,920 m² ,No
House for sale,Rue Pont à L'Haye 67h,"€295,000",3 bedrooms | 178 m² ,3 bedrooms,No,Installed,As new,350 m² ,No
House for sale,Nieuwstraat 105,"€300,500",3 bedrooms | 132 m² ,3 bedrooms,No,Installed,As new,350 m² ,No
House for sale,Rue Pont à l'Haye A.4,"€315,000",3 bedrooms | 159 m² ,3 bedrooms,No,Installed,As new,500 m² ,No
House for sale,Rue Pont à l'Haye A.1,"€315,000",3 bedrooms | 159 m² ,3 bedrooms,No,Installed,As new,502 m² ,No
House for sale,Woestijnstraat 1,"€333,181",3 bedrooms | 168 m² ,3 bedrooms,No,Installed,As new,502 m² ,No
House for sale,Binnenpad 27/14,"€338,215",3 bedrooms | 152 m² ,3 bedrooms,No,Installed,As new,406 m² ,No
House for sale,Veltershof 15,"€338,744",3 bedrooms | 198 m² ,3 bedrooms,No,Installed,As new,355 m² ,No
House for sale,8750 — Wingene,"€348,000",3 bedrooms,3 bedrooms,No,Not installed,As new,355 m² ,No
House for sale,1315 — PI?TREBAIS,"€405,000",3 bedrooms | 193 m² ,3 bedrooms,No,Not installed,As new,400 m² ,No
House for sale,Jan van Aelbroecklaan 35/A,"€482,000",3 bedrooms | 156 m² ,3 bedrooms,No,Installed,As new,400 m² ,No
House for sale,Jan van Aelbroecklaan 35/C,"€489,000",3 bedrooms | 165 m² ,3 bedrooms,No,Installed,As new,400 m² ,No
Town-house for sale,Saiolaan,"€490,000",2 bedrooms | 200 m² ,2 bedrooms,No,Hyper equipped,As new,400 m² ,No
House for sale,Veldstraat 39 Box c,"€594,500",4 bedrooms | 207 m² ,4 bedrooms,No,Hyper equipped,As new,400 m² ,No
House for sale,Veldstraat 39 Box b,"€612,800",4 bedrooms | 220 m² ,4 bedrooms,No,Hyper equipped,As new,400 m² ,No
House for sale,Veldstraat 39 Box a,"€634,500",4 bedrooms | 213 m² ,4 bedrooms,No,Hyper equipped,As new,400 m² ,No
House for sale,7730 — Estaimpuis,"€95,000",3 bedrooms | 110 m² ,3 bedrooms,No,Hyper equipped,To renovate,170 m² ,No
House for sale,Pater Domstraat 16/W3,"€410,000",4 bedrooms | 161 m² ,4 bedrooms,No,Installed,As new,170 m² ,No
House for sale,Kastanjelaan 6,"€619,000",6 bedrooms | 304 m² ,6 bedrooms,No,Installed,As new,170 m² ,No
House for sale,Elsenstraat 12,"€215,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,To be done up,170 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
House for sale,Rue Gendebien 215,"€135,000",3 bedrooms,3 bedrooms,No,Semi equipped,As new,751 m² ,Yes
House for sale,4577 — Strée,"€239,000",3 bedrooms | 162 m² ,3 bedrooms,No,Semi equipped,Just renovated,751 m² ,Yes
Town-house for sale,Pater Renaat De Vosstraat 4,"€320,000",3 bedrooms,3 bedrooms,No,Semi equipped,Just renovated,751 m² ,Yes
House for sale,"Zandvoordedorpstraat 3,","€375,000",4 bedrooms,4 bedrooms,No,Installed,Good,751 m² ,Yes
House for sale,Kloosterstraat 23,"€425,000",3 bedrooms,3 bedrooms,No,Installed,Good,330 m² ,No
House for sale,Filips van de Elzaslaan 28,"€445,000",6 bedrooms,6 bedrooms,No,Installed,Good,330 m² ,No
House for sale,Rue Puissant 57 Box 0,"€170,000",2 bedrooms | 90 m² ,2 bedrooms,No,Installed,Good,35 m² ,No
House for sale,Ramselsesteenweg 138,"€180,000",3 bedrooms,3 bedrooms,No,Installed,Good,35 m² ,No
House for sale,Deinzestraat 59,"€255,000",3 bedrooms | 126 m² ,3 bedrooms,No,Installed,Good,35 m² ,No
House for sale,Populierestraat 24,"€350,000",4 bedrooms,4 bedrooms,No,Installed,Good,35 m² ,No
Villa for sale,"Rue Pirotia, 56A Box 0","€449,000",6 bedrooms | 230 m² ,6 bedrooms,No,Installed,Good,35 m² ,No
House for sale,"Bruggestraat 236,","€285,000",4 bedrooms,4 bedrooms,No,Installed,Good,35 m² ,No
Apartment block for sale,6180 — Courcelles,"€1,225",14 bedrooms | 625 m² ,14 bedrooms,No,Installed,Good,600 m² ,No
House for sale,Statiestraat 17 C,"€235,000",3 bedrooms,3 bedrooms,No,USA semi equipped,To be done up,600 m² ,No
House for sale,Scharebrugstraat 84,"€249,000",6 bedrooms,6 bedrooms,No,USA semi equipped,To be done up,600 m² ,No
House for sale,Rue Grand'Cour 25,"€295,000",4 bedrooms,4 bedrooms,No,Installed,Good,600 m² ,Yes
Bungalow for sale,Vlaamse-gaailaan 9,"€310,000",2 bedrooms,2 bedrooms,No,Installed,Good,600 m² ,Yes
House for sale,"Destelbergenstraat 20,","€335,000",4 bedrooms | 187 m² ,4 bedrooms,No,Installed,Good,600 m² ,Yes
House for sale,Waversesteenweg 27-29,"€665,000",3 bedrooms | 306 m² ,3 bedrooms,No,Hyper equipped,As new,600 m² ,Yes
Villa for sale,Ol. de Spoelberchstraat 4,"€698,000",4 bedrooms | 314 m² ,4 bedrooms,No,Hyper equipped,As new,600 m² ,Yes
House for sale,Hazelaarstraat 10,"€165,000",3 bedrooms,3 bedrooms,No,Hyper equipped,As new,600 m² ,Yes
House for sale,Oude Zak 45,"€1,050",6 bedrooms,6 bedrooms,No,Hyper equipped,As new,600 m² ,Yes
Mixed-use building for sale,Technologielaan 39,"€2,500",6200 m² ,6200 m² square meters livable space,No,Hyper equipped,To renovate,600 m² ,Yes
House for sale,Tulpenlaan 11,"€190,000",3 bedrooms,3 bedrooms,No,Hyper equipped,To renovate,600 m² ,Yes
House for sale,"Westeindestraat 35,","€199,000",3 bedrooms,3 bedrooms,No,Hyper equipped,To restore,600 m² ,Yes
House for sale,6150 — Anderlues,"€239,000",2 bedrooms | 207 m² ,2 bedrooms,No,Semi equipped,To be done up,100 m² ,Yes
House for sale,Wambachstraat 12,"€295,000",1 bedroom,1 bedroom,No,Installed,As new,100 m² ,No
House for sale,Rue des Vignes 2,"€199,000",4 bedrooms,4 bedrooms,No,Installed,To renovate,100 m² ,No
House for sale,Galgebergstraat 18,"€310,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,100 m² ,No
House for sale,Nieuwplaats 4,"€145,000",4 bedrooms | 197 m² ,4 bedrooms,No,Installed,To be done up,100 m² ,No
Villa for sale,Oostmalsesteenweg 295,"€635,000",4 bedrooms | 326 m² ,4 bedrooms,No,Installed,To be done up,900 m² ,No
Villa for sale,Laar 196,"€599,900",4 bedrooms | 165 m² ,4 bedrooms,No,Installed,To be done up,751 m² ,No
Mansion for sale,1030 — Schaerbeek,"€729,000",8 bedrooms | 411 m² ,8 bedrooms,No,Installed,Good,751 m² ,No
Apartment for sale,1370 — Jodoigne,"€150,000",1 bedroom | 68 m² ,1 bedroom,No,Hyper equipped,To be done up,751 m² ,No
Penthouse for sale,Kustlaan 111 Box 6/7,"€2,795",3 bedrooms | 226 m² ,3 bedrooms,No,Hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€6,230",3 bedrooms | 192 m² ,3 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Apartment for sale,Zeedijk - Albertplein,"€4,300",2 bedrooms | 142 m² ,2 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
Town-house for sale,Hazegrasstraat,"€1,595",4 bedrooms,4 bedrooms,No,USA hyper equipped,As new,751 m² ,Yes
House for sale,2221 — Booischot,"€339,000",4 bedrooms,4 bedrooms,No,Installed,As new,751 m² ,Yes
Farmhouse for sale,7850 — Enghien,"€335,000",3 bedrooms | 155 m² ,3 bedrooms,No,Installed,As new,751 m² ,Yes
House for sale,1190 — Forest,"€369,000",3 bedrooms | 231 m² ,3 bedrooms,No,Installed,To be done up,9 m² ,Yes
